word,usage,in_sentences,tier,why,act,jit,frames,recording,source,alias_of
幫忙,106,,ok,,0.8158,0.01608,38,moc_G3D2P1.json,moc:G3D2P1,
為什麼_B,104,,ok,,0.6842,0.02273,57,2453_為什麼_B.json,twtsl:2453,
東西,101,,ok,,1.0,0.00778,33,moc_G4D1P2.json,moc:G4D1P2,
能,100,,ok,,1.0,0.00719,117,moc_G2D3P1.json,moc:G2D3P1,
每天,100,,ok,,0.9787,0.01696,47,moc_G4D4P1.json,moc:G4D4P1,
上班,98,P02,ok,,0.975,0.02053,80,gs0911_上班.json,unknown-d:綠幕-2026-09-11,
習慣,97,,ok,,0.9816,0.00814,163,twtsl2_習慣.json,twtsl:rescan-2026-09,
注意,95,,ok,,1.0,0.00822,26,moc_G3D3P1.json,moc:G3D3P1,
問,94,,ok,,0.9667,0.01688,30,moc_G2D2P1.json,moc:G2D2P1,
對,94,,ok,,0.9444,0.01596,18,moc_G2D4P1.json,moc:G2D4P1,
臺灣,92,,ok,,0.8571,0.03385,14,moc_G2D4P1.json,moc:G2D4P1,
學,92,,ok,,0.9846,0.01055,65,moc_G4D3P1.json,moc:G4D3P1,
一起,91,,ok,,1.0,0.0182,26,moc_G2D2P1.json,moc:G2D2P1,
學生,91,,ok,,1.0,0.0102,43,moc_G3D4P1.json,moc:G3D4P1,
記得,90,,ok,,1.0,0.00986,39,moc_G1D3P3.json,moc:G1D3P3,
幫,90,S19,ok,,0.9524,0.02573,84,gs0911_幫.json,unknown-d:綠幕-2026-09-11,
開始,89,,ok,,0.8427,0.02042,89,moc_G4D6P2.json,moc:G4D6P2,
方便,88,,ok,,1.0,0.00977,39,moc_G3D1P1.json,moc:G3D1P1,
常常,88,,ok,,0.925,0.01759,40,moc_G3D2P1.json,moc:G3D2P1,
視訊,88,,ok,,1.0,0.01224,38,moc_G4D8P3.json,moc:G4D8P3,
如何,87,,ok,,1.0,0.00668,81,moc_G4D1P2.json,moc:G4D1P2,
孩子,86,,ok,,1.0,0.01224,47,moc_G1D1P1.json,moc:G1D1P1,
生活,86,,ok,,0.8913,0.02176,92,moc_G3D1P1.json,moc:G3D1P1,
學習,85,,ok,,1.0,0.01305,35,moc_G3D4P2.json,moc:G3D4P2,
教,83,,ok,,1.0,0.01203,41,moc_G3D4P1.json,moc:G3D4P1,
不會,83,,ok,,1.0,0.0076,146,twtsl2_不會.json,twtsl:rescan-2026-09,
給,80,,ok,,0.9091,0.02818,33,moc_G3D2P3.json,moc:G3D2P3,
醫生,79,,ok,,0.6098,0.02235,41,moc_G2D2P1.json,moc:G2D2P1,
全部,78,,ok,,0.8378,0.01986,37,moc_G1D3P2.json,moc:G1D3P2,
種類,78,,ok,,0.9677,0.01963,62,moc_G3D1P1.json,moc:G3D1P1,
早上,77,,ok,,0.6818,0.042,22,moc_G1D3P1.json,moc:G1D3P1,
醫院,77,,ok,,0.9706,0.01161,34,moc_G2D1P1.json,moc:G2D1P1,
新,77,,ok,,0.9111,0.01395,45,moc_G4D4P3.json,moc:G4D4P3,
小孩,76,,ok,,1.0,0.01105,31,moc_G1D1P1.json,moc:G1D1P1,
沒辦法,76,,ok,,1.0,0.00421,102,moc_G2D1P1.json,moc:G2D1P1,
時候,76,,ok,,0.6181,0.01342,144,twtsl2_時候.json,twtsl:rescan-2026-09,
大家,75,,ok,,0.9848,0.00893,66,moc_G3D3P1.json,moc:G3D3P1,
我們兩個,75,,ok,,0.8699,0.01514,123,twtsl2_我們兩個.json,twtsl:rescan-2026-09,
不錯,74,,ok,,1.0,0.00836,29,moc_G1D3P1.json,moc:G1D3P1,
煮,74,,ok,,1.0,0.01539,42,moc_G4D1P2.json,moc:G4D1P2,
公司,74,,ok,,1.0,0.00656,28,moc_G4D4P3.json,moc:G4D4P3,
吃飯,73,,ok,,1.0,0.00792,68,tslsigner_吃飯.json,tslsigner:吃飯,
聾,72,,ok,,1.0,0.01303,27,moc_G3D4P1.json,moc:G3D4P1,
聽說,72,,ok,,0.6757,0.01201,37,moc_G3D1P2.json,moc:G3D1P2,
大,71,,ok,,1.0,0.00976,44,moc_G1D1P1.json,moc:G1D1P1,
事情,71,,ok,,0.8871,0.0139,124,twtsl2_事.json,twtsl:rescan-2026-09,事
政府,70,,ok,,1.0,0.00941,35,moc_G2D3P1.json,moc:G2D3P1,
聊天,70,,ok,,1.0,0.01165,35,moc_G4D4P1.json,moc:G4D4P1,
開車,69,,ok,,1.0,0.04338,25,moc_G2D4P1.json,moc:G2D4P1,
演講,69,,ok,,1.0,0.00399,68,moc_G2C6_R.json,moc:corpus-gapfill,
欣賞,68,,ok,,1.0,0.00556,19,moc_G1D3P1.json,moc:G1D3P1,
申請,68,,ok,,0.65,0.0128,40,moc_G2D1P3.json,moc:G2D1P3,
進入,68,,ok,,0.8919,0.03555,37,moc_G4D2P1.json,moc:G4D2P1,
網路,67,,ok,,1.0,0.0087,60,moc_G1D6P1.json,moc:G1D6P1,
進步,67,,ok,,1.0,0.01646,14,moc_G2D3P2.json,moc:G2D3P2,
畫畫,66,,ok,,1.0,0.0109,38,moc_G1D7P1.json,moc:G1D7P1,
做,66,,ok,,1.0,0.04227,17,moc_G2D3P2.json,moc:G2D3P2,
台南,65,,ok,,0.9189,0.02147,74,gs0911_台南.json,unknown-d:綠幕-2026-09-11,
訂,64,,ok,,0.9828,0.01088,58,moc_G1D14P1.json,moc:G1D14P1,
打手語,64,,ok,,0.6829,0.02079,41,moc_G3D4P1.json,moc:G3D4P1,
說,64,S07,ok,,1.0,0.00315,29,moc_G3D2P2.json,moc:G3D2P2,
高雄,64,,ok,,0.8873,0.02026,71,gs0911_高雄.json,unknown-d:綠幕-2026-09-11,
第一,64,,ok,,0.994,0.01216,166,twtsl2_第一.json,twtsl:rescan-2026-09,
之前,63,,ok,,0.8444,0.00772,45,moc_G1D4P1.json,moc:G1D4P1,
走,62,,ok,,0.9643,0.03234,28,moc_G2D2P1.json,moc:G2D2P1,
台北,62,P01,ok,,0.907,0.01242,43,moc_G4D15P1.json,moc:G4D15P1,
這兩個,61,,ok,,1.0,0.0045,58,moc_G4C25_L.json,moc:corpus-gapfill,
路,60,,ok,,1.0,0.01776,28,moc_G1D4P1.json,moc:G1D4P1,
二,59,,ok,,0.8333,0.04587,12,moc_G4D4P2.json,moc:G4D4P2,
火車,59,,ok,,0.8827,0.00838,179,twtsl2_火車.json,twtsl:rescan-2026-09,
負責,58,,ok,,0.9565,0.03297,23,moc_G1D5P1.json,moc:G1D5P1,
發現,58,,ok,,1.0,0.00999,46,moc_G2D1P1.json,moc:G2D1P1,
聽,58,S09,ok,,1.0,0.00479,24,moc_G2D1P1.json,moc:G2D1P1,
這些,58,,ok,,1.0,0.01283,63,moc_G2D4P2.json,moc:G2D4P2,
到,58,,ok,,1.0,0.00893,47,moc_G3C2_L.json,moc:corpus-gapfill,
快,58,,ok,,0.9672,0.01807,61,moc_G3D3P2.json,moc:G3D3P2,
準備,58,,ok,,0.8404,0.01518,94,twtsl2_準備.json,twtsl:rescan-2026-09,
感覺,57,,ok,,0.931,0.028,29,moc_G2D2P1.json,moc:G2D2P1,
之後,57,,ok,,0.963,0.03556,27,moc_G4D2P1.json,moc:G4D2P1,
第二,57,,ok,,1.0,0.01617,31,moc_G4D2P2.json,moc:G4D2P2,
清楚,56,,ok,,1.0,0.03274,15,moc_G2D3P2.json,moc:G2D3P2,
喝,56,S14,ok,,1.0,0.01046,239,twtsl2_喝.json,twtsl:rescan-2026-09,
馬上,56,,ok,,0.8736,0.00583,174,twtsl2_馬上.json,twtsl:rescan-2026-09,
手語翻譯,55,,ok,,0.8462,0.01929,91,moc_G2D3P1.json,moc:G2D3P1,
久,55,,ok,,1.0,0.00765,58,moc_G2D3P1.json,moc:G2D3P1,
累,55,S17,ok,,0.9714,0.02772,35,moc_G2D3P2.json,moc:G2D3P2,
心,55,,ok,,1.0,0.00752,30,moc_G3D7P1.json,moc:G3D7P1,
花蓮,54,P04,ok,,0.9412,0.01548,85,gs0911_花蓮.json,unknown-d:綠幕-2026-09-11,
看見,54,,ok,,0.9184,0.00693,49,moc_G1D1P2.json,moc:G1D1P2,
任何,54,,ok,,1.0,0.03775,24,moc_G4D2P1.json,moc:G4D2P1,
哪裡,53,S25,ok,,0.9773,0.01269,88,gs0911_哪裡.json,unknown-d:綠幕-2026-09-11,
乾淨,53,,ok,,0.9355,0.01223,62,moc_G4D2P2.json,moc:corpus-gapfill,
平常,52,,ok,,1.0,0.01098,76,moc_G3D1P1.json,moc:G3D1P1,
衣服,52,,ok,,1.0,0.01366,25,moc_G4D6P1.json,moc:G4D6P1,
比賽,51,,ok,,0.9839,0.0133,62,moc_G2D7P2.json,moc:G2D7P2,
他們兩個,51,,ok,,1.0,0.00707,47,moc_G2D3P1.json,moc:G2D3P1,
不知道,50,S11,ok,,0.9452,0.01917,73,gs0911_不知道.json,unknown-d:綠幕-2026-09-11,
屏東,50,,ok,,1.0,0.01252,73,moc_G1D14P1.json,moc:G1D14P1,
運動,50,,ok,,1.0,0.03575,14,moc_G4D10P5.json,moc:G4D10P5,
看到,49,,ok,,1.0,0.00597,21,moc_G1D3P1.json,moc:G1D3P1,
快樂,49,,ok,,1.0,0.01728,35,moc_G4D4P1.json,moc:G4D4P1,
畢業,49,,ok,,1.0,0.01097,27,moc_G4D4P3.json,moc:G4D4P3,
台中,49,,ok,,0.8592,0.01861,71,gs0911_台中.json,unknown-d:綠幕-2026-09-11,
約,48,,ok,,1.0,0.01776,41,moc_G1D4P2.json,moc:G1D4P2,
上課,48,,ok,,0.9804,0.01868,51,moc_G3D2P2.json,moc:G3D2P2,
宜蘭,47,P03,ok,,0.9212,0.02006,165,signtube_宜蘭.json,signtube:手語天地-2026-09,
不是_B,47,,ok,,0.6452,0.01489,93,1453_不是_B.json,twtsl:1453,
不是,47,,ok,,1.0,0.01062,56,moc_G1D3P2.json,moc:G1D3P2,
開心,47,,ok,,0.88,0.03992,25,moc_G2D2P1.json,moc:G2D2P1,
電視,47,,ok,,0.9362,0.01065,47,moc_G2D3P1.json,moc:G2D3P1,
但,47,,ok,,0.9027,0.01497,113,twtsl2_但.json,twtsl:rescan-2026-09,
先,46,,ok,,0.9375,0.03342,16,moc_G1D5P1.json,moc:G1D5P1,
美國_B,45,,ok,,0.7451,0.02393,51,2332_美國_B.json,twtsl:2332,
結束,45,,ok,,1.0,0.01138,38,moc_G1D1P2.json,moc:G1D1P2,
臺灣手語,45,,ok,,0.9062,0.01409,96,moc_G1D14P3.json,moc:G1D14P3,
手勢,45,,ok,,1.0,0.00741,36,moc_G1D7P1.json,moc:G1D7P1,
發生,45,,ok,,0.9388,0.01738,49,moc_G3D3P4.json,moc:G3D3P4,
順利,45,,ok,,1.0,0.01611,18,moc_G4D4P2.json,moc:G4D4P2,
首先,45,,ok,,0.7241,0.01956,29,moc_G4D5P1.json,moc:G4D5P1,
淡水,45,,ok,,0.9913,0.00905,230,twtsl2_淡水.json,twtsl:rescan-2026-09,
試試,45,,ok,,0.7179,0.02337,78,twtsl2_試試.json,twtsl:rescan-2026-09,
舒服_B,44,,ok,,0.6322,0.01662,87,0432_舒服_B.json,twtsl:432,
設立,44,,ok,,0.9038,0.01778,52,moc_G1D1P1.json,moc:G1D1P1,
還有,44,,ok,,1.0,0.00806,67,moc_G1D1P1.json,moc:G1D1P1,
回家,44,,ok,,0.9604,0.0095,101,moc_G1D1P2.json,moc:G1D1P2,
舒服,44,S18,ok,,1.0,0.00887,81,moc_G1D8P3.json,moc:G1D8P3,
高鐵,44,,ok,,1.0,0.00951,65,moc_G3D3P3.json,moc:G3D3P3,
重要,44,,ok,,1.0,0.01129,57,moc_G3D3P1.json,moc:G3D3P1,
彰化,44,,ok,,0.9266,0.02052,177,signtube_彰化.json,signtube:手語天地-2026-09,
不能,44,,ok,,0.9803,0.00999,152,twtsl2_不能.json,twtsl:rescan-2026-09,
裡面,44,,ok,,1.0,0.01078,128,twtsl2_裡面.json,twtsl:rescan-2026-09,
後來,43,,ok,,0.9512,0.01353,41,moc_G1D4P2.json,moc:G1D4P2,
科技,43,,ok,,0.9831,0.01612,59,moc_G1D4P3.json,moc:G1D4P3,
地方,43,,ok,,0.8095,0.0473,21,moc_G2D12P2.json,moc:G2D12P2,
解釋,43,,ok,,0.9792,0.01267,48,moc_G2D3P1.json,moc:G2D3P1,
影響,43,,ok,,0.9492,0.00545,59,moc_G2D3P1.json,moc:G2D3P1,
旅遊,43,,ok,,0.9848,0.00719,66,moc_G3D10P1.json,moc:G3D10P1,
考試,43,,ok,,0.6667,0.0294,30,moc_G3D2P4.json,moc:G3D2P4,
麻煩,42,,ok,,0.8936,0.01544,47,moc_G1D4P1.json,moc:G1D4P1,
新竹,42,P02,ok,,0.9605,0.01192,76,gs0911_新竹.json,unknown-d:綠幕-2026-09-11,
昨天,42,,ok,,0.8915,0.01356,129,twtsl2_昨天.json,twtsl:rescan-2026-09,
適合,41,,ok,,1.0,0.00764,25,moc_G1D1P2.json,moc:G1D1P2,
大學,41,,ok,,0.7391,0.01708,46,moc_G3D4P2.json,moc:G3D4P2,
電腦,41,,ok,,1.0,0.01045,37,moc_G4D8P3.json,moc:G4D8P3,
難,41,,ok,,0.92,0.01289,25,moc_G4D4P2.json,moc:G4D4P2,
基隆_A(地名),40,,ok,,0.6038,0.03022,53,1138_基隆_A(地名).json,twtsl:1138,
基隆_B(地名),40,,ok,,0.6829,0.03153,41,1139_基隆_B(地名).json,twtsl:1139,
滑手機,40,,ok,,1.0,0.00616,33,moc_G1D3P1.json,moc:G1D3P1,
來,40,,ok,,0.8788,0.01728,33,moc_G1D7P2.json,moc:G1D7P2,
弟弟,40,,ok,,0.8594,0.01333,64,moc_G4D1P3.json,moc:G4D1P3,
桃園,40,P05,ok,,0.9036,0.01632,83,gs0911_桃園.json,unknown-d:綠幕-2026-09-11,
綠島,40,,ok,,0.875,0.03259,88,pn_0855_綠島1.json,placename:855,
蘭嶼,40,,ok,,0.908,0.01786,163,pn_0980_蘭嶼1.json,placename:980,
新北,40,,ok,,0.88,0.02245,75,gs0911_新北.json,unknown-d:綠幕-2026-09-11,
不行,39,,ok,,0.7955,0.01044,44,moc_G1D9P2.json,moc:G1D9P2,
身心障礙,39,,ok,,0.9714,0.01986,35,moc_G2D3P1.json,moc:G2D3P1,
書,39,,ok,,0.8056,0.01458,36,moc_G3D2P3.json,moc:G3D2P3,
換,39,,ok,,0.625,0.01386,32,moc_G4D3P3.json,moc:G4D3P3,
睡覺,39,,ok,,0.8953,0.02267,86,twtsl2_睡覺.json,twtsl:rescan-2026-09,
同學_F,38,,ok,,0.6,0.01804,75,0408_同學_F.json,twtsl:408,
同學_E,38,,ok,,0.7255,0.02139,51,0404_同學_E.json,twtsl:404,
公車_B,38,,ok,,0.6716,0.0418,67,2513_公共汽車_B.json,twtsl:2513,
同事_A,38,,ok,,0.7397,0.02241,73,3237_同事_A.json,twtsl:3237,
同事_B,38,,ok,,0.7143,0.02225,98,3238_同事_B.json,twtsl:3238,
計畫,38,,ok,,1.0,0.01219,39,moc_G2D3P1.json,moc:G2D3P1,
公車,38,,ok,,1.0,0.00621,60,moc_G3D3P3.json,moc:G3D3P3,
同學,38,,ok,,0.96,0.023,25,moc_G4D4P2.json,moc:G4D4P2,
同事,38,,ok,,1.0,0.00992,59,moc_G4D4P3.json,moc:G4D4P3,
中山,38,,ok,,0.9275,0.02131,138,pn_0116_中山.json,placename:116,
北投,38,,ok,,0.7739,0.02286,115,pn_0208_北投1.json,placename:208,
西門町,38,,ok,,0.93,0.0264,100,pn_0375_西門町.json,placename:375,
士林,38,,ok,,0.6789,0.0113,218,twtsl2_士林.json,twtsl:rescan-2026-09,
板橋,38,,ok,,0.6963,0.01639,135,twtsl2_板橋.json,twtsl:rescan-2026-09,
環視,37,,ok,,1.0,0.00706,81,moc_G1D1P1.json,moc:G1D1P1,
剛剛,37,,ok,,1.0,0.01289,38,moc_G1D13P3.json,moc:G1D13P3,
咖啡,37,,ok,,0.8378,0.01587,37,moc_G1D10P1.json,moc:G1D10P1,
活動,37,,ok,,0.8235,0.01785,68,moc_G2D7P2.json,moc:G2D7P2,
一點點,37,,ok,,1.0,0.01492,19,moc_G2D2P3.json,moc:G2D2P3,
比較,37,,ok,,1.0,0.00932,45,moc_G2D3P1.json,moc:G2D3P1,
下午,37,,ok,,0.8421,0.03476,19,moc_G2D4P1.json,moc:G2D4P1,
保護,37,,ok,,0.7292,0.00836,48,moc_G3D3P2.json,moc:G3D3P2,
水,37,S14,ok,,1.0,0.00741,155,twtsl2_水.json,twtsl:rescan-2026-09,
那裡,36,,ok,,1.0,0.00911,47,moc_G1D1P1.json,moc:G1D1P1,
公園,36,,ok,,0.9565,0.02723,23,moc_G1D5P1.json,moc:G1D5P1,
不成,36,,ok,,1.0,0.00439,51,moc_G1D6P1.json,moc:G1D6P1,
參加,36,,ok,,0.6857,0.02758,35,moc_G2D10P4.json,moc:G2D10P4,
練習,36,,ok,,0.95,0.0221,20,moc_G2D6P1.json,moc:G2D6P1,
誰,36,,ok,,0.9833,0.00671,60,moc_G2D3P1.json,moc:G2D3P1,
討論,36,,ok,,0.9846,0.00802,130,moc_G3D3P1.json,moc:G3D3P1,
外面,36,,ok,,1.0,0.01074,33,moc_G4D1P1.json,moc:G4D1P1,
可能,35,,ok,,0.8846,0.03306,26,moc_G2D4P1.json,moc:G2D4P1,
旅行,35,,ok,,0.9796,0.00784,49,moc_G2D8P2.json,moc:G2D8P2,
針對,35,,ok,,0.8857,0.01267,35,moc_G3D4P1.json,moc:G3D4P1,
休息,35,,ok,,0.8511,0.00962,47,moc_G3D2P2.json,moc:G3D2P2,
文化,35,,ok,,0.7941,0.01754,68,moc_G3D8P3.json,moc:G3D8P3,
坐,35,,ok,,0.9474,0.01091,38,moc_G4D3P1.json,moc:G4D3P1,
決定,35,,ok,,0.9733,0.00509,75,twtsl2_決定.json,twtsl:rescan-2026-09,
老是,35,,ok,,0.9313,0.01338,131,twtsl2_老是.json,twtsl:rescan-2026-09,
聯絡,34,,ok,,0.9655,0.01111,29,moc_G1D4P1.json,moc:G1D4P1,
例如,34,,ok,,0.9167,0.01553,72,moc_G1D4P2.json,moc:G1D4P2,
顏色,34,,ok,,1.0,0.00276,29,moc_G2D16P2.json,moc:G2D16P2,
突然,34,,ok,,0.8519,0.01996,27,moc_G2D1P1.json,moc:G2D1P1,
說話,34,,ok,,1.0,0.00556,53,moc_G2D1P2.json,moc:G2D1P2,
國小,34,,ok,,1.0,0.0039,56,moc_G4D4P1.json,moc:G4D4P1,
妹妹,34,,ok,,0.8476,0.01785,105,twtsl2_妹妹.json,twtsl:rescan-2026-09,
不懂_A,33,,ok,,0.7465,0.02316,71,1471_不懂_A.json,twtsl:1471,
不懂_B,33,,ok,,0.7294,0.03162,85,1472_不懂_B.json,twtsl:1472,
障礙_A,33,,ok,,0.7077,0.01867,65,1489_障礙_A.json,twtsl:1489,
努力,33,,ok,,0.8056,0.02895,36,moc_G1D2.json,moc:G1D2,
擔心,33,,ok,,1.0,0.00667,104,moc_G2D3P1.json,moc:G2D3P1,
障礙,33,,ok,,1.0,0.0017,31,moc_G3D3P4.json,moc:G3D3P4,
眼睛,33,,ok,,0.9744,0.00776,39,moc_G3D6P1.json,moc:G3D6P1,
報名,33,,ok,,0.9423,0.01668,52,moc_G3D2P1.json,moc:G3D2P1,
安全,33,,ok,,0.8784,0.00814,74,moc_G3D3P1.json,moc:G3D3P1,
健康,33,,ok,,1.0,0.01648,43,moc_G3D7P2.json,moc:G3D7P2,
不懂,33,S09,ok,,0.9268,0.03852,41,moc_G4D2P1.json,moc:G4D2P1,
設計,33,,ok,,1.0,0.01067,39,moc_G4D7P1.json,moc:G4D7P1,
錢,33,,ok,,1.0,0.00874,36,moc_G4D3P2.json,moc:G4D3P2,
一定,33,,ok,,0.8916,0.00578,286,twtsl2_一定.json,twtsl:rescan-2026-09,
名字,32,S23|S24,ok,,0.9552,0.01509,67,gs0911_名字.json,unknown-d:綠幕-2026-09-11,
怎麼辦,32,,ok,,0.9344,0.01001,61,moc_G1D4P1.json,moc:G1D4P1,
原本,32,,ok,,0.9062,0.01685,32,moc_G2D16P1.json,moc:G2D16P1,
閱讀,32,,ok,,1.0,0.00552,75,moc_G2D3P1.json,moc:G2D3P1,
一次,32,S07,ok,,0.9062,0.01596,32,moc_G2D5P1.json,moc:G2D5P1,
放鬆,32,,ok,,1.0,0.01587,63,moc_G3D7P1.json,moc:G3D7P1,
讀,32,,ok,,0.75,0.02045,12,moc_G4D11P1.json,moc:G4D11P1,
辛苦,32,,ok,,0.985,0.01146,133,moc_G4D1P3.json,moc:G4D1P3,
國外,32,,ok,,0.8056,0.01063,72,moc_I1P4_R.json,moc:I1P4,
還好,31,,ok,,0.9545,0.0268,22,moc_G2D11P1.json,moc:G2D11P1,
多少錢,31,S27,ok,,1.0,0.00565,28,moc_G2D6P2.json,moc:G2D6P2,
張,31,,ok,,0.8696,0.03993,23,moc_G2D2P3.json,moc:G2D2P3,
真的,31,,ok,,0.9737,0.01134,38,moc_G3D2P1.json,moc:G3D2P1,
少,31,,ok,,0.9639,0.01326,83,moc_G3D2P4.json,moc:G3D2P4,
臺南,31,,ok,,1.0,0.00639,30,moc_G4D4P1.json,moc:G4D4P1,
年輕,31,,ok,,0.9953,0.0109,212,twtsl2_年輕.json,twtsl:rescan-2026-09,
電影,31,,ok,,0.6869,0.04381,99,twtsl2_電影.json,twtsl:rescan-2026-09,
老,30,,ok,,0.8462,0.01392,39,moc_G1D4P2.json,moc:G1D4P2,
建議,30,,ok,,1.0,0.01405,62,moc_G2D16P1.json,moc:corpus-gapfill,
重,30,,ok,,0.9,0.01544,20,moc_G2D1P1.json,moc:G2D1P1,
複雜,30,,ok,,1.0,0.00518,74,moc_G2D2P2.json,moc:G2D2P2,
志工,30,,ok,,0.9615,0.02583,26,moc_G2D5P1.json,moc:G2D5P1,
家人,30,,ok,,0.9683,0.00859,63,moc_G4D1P3.json,moc:G4D1P3,
兒子,30,,ok,,1.0,0.02144,44,moc_G4D6P1.json,moc:G4D6P1,
三,30,,ok,,1.0,0.02424,22,moc_G4D4P2.json,moc:G4D4P2,
幫助,30,,ok,,0.783,0.031,106,twtsl2_幫助.json,twtsl:rescan-2026-09,
表情,30,,ok,,0.9839,0.01805,62,twtsl2_表情.json,twtsl:rescan-2026-09,
從來沒有_B,29,,ok,,0.6667,0.0278,39,1407_很久沒有.json,twtsl:1407,
餐廳,29,,ok,,0.875,0.02175,24,moc_G1D10P2.json,moc:G1D10P2,
從來沒有,29,,ok,,0.9286,0.0204,28,moc_G1D3P1.json,moc:G1D3P1,
還沒,29,,ok,,1.0,0.01131,35,moc_G1D4P1.json,moc:G1D4P1,
打電話,29,,ok,,0.9474,0.01599,114,moc_G1D4P1.json,moc:G1D4P1,
簡單,29,,ok,,0.9184,0.02467,98,moc_G1D4P2.json,moc:G1D4P2,
原來,29,,ok,,0.775,0.01081,40,moc_G1D7P1.json,moc:G1D7P1,
過程,29,,ok,,1.0,0.00523,54,moc_G2D2P2.json,moc:G2D2P2,
山,29,,ok,,1.0,0.03015,30,moc_G2D4P1.json,moc:G2D4P1,
見到,29,,ok,,1.0,0.00751,36,moc_G3D3P1.json,moc:G3D3P1,
第二個,29,,ok,,0.9355,0.03125,31,moc_G4D12P2.json,moc:G4D12P2,
第三,29,,ok,,0.8864,0.01407,44,moc_G4D2P2.json,moc:G4D2P2,
台灣,29,,ok,,0.8769,0.01215,130,twtsl2_台灣.json,twtsl:rescan-2026-09,
素,28,,ok,,1.0,0.00498,23,moc_G1D16P1.json,moc:G1D16P1,
交給,28,,ok,,0.8226,0.01473,62,moc_G1D8P1.json,moc:G1D8P1,
下次,28,,ok,,0.875,0.04465,16,moc_G2D6P1.json,moc:G2D6P1,
熱,28,,ok,,0.875,0.04285,32,moc_G2D4P1.json,moc:G2D4P1,
老闆,28,,ok,,0.9821,0.02108,56,moc_G4D3P2.json,moc:G4D3P2,
筆談,28,,ok,,1.0,0.0178,21,moc_G4D4P2.json,moc:G4D4P2,
人員,28,,ok,,0.9677,0.00699,62,moc_I2P2_L.json,moc:corpus-gapfill,
鼓勵,28,,ok,,0.6164,0.0215,73,twtsl2_鼓勵.json,twtsl:rescan-2026-09,
展覽,27,,ok,,0.8788,0.01152,33,moc_G1D3P3.json,moc:G1D3P3,
程度,27,,ok,,1.0,0.00471,60,moc_G2D1P1.json,moc:G2D1P1,
翻譯,27,,ok,,1.0,0.01804,24,moc_G2D2P1.json,moc:G2D2P1,
起床,27,,ok,,0.8125,0.01096,48,moc_G3D2P3.json,moc:G3D2P3,
外婆,27,,ok,,0.8676,0.00606,287,twtsl2_外婆.json,twtsl:rescan-2026-09,
繼續,27,,ok,,0.8938,0.0137,113,twtsl2_繼續.json,twtsl:rescan-2026-09,
慢,26,S08,ok,,0.9714,0.01935,70,gs0911_慢.json,unknown-d:綠幕-2026-09-11,
不好,26,,ok,,0.9545,0.01989,22,moc_G1D15P3.json,moc:G1D15P3,
帶,26,,ok,,1.0,0.01355,34,moc_G1D1P1.json,moc:G1D1P1,
左右,26,,ok,,1.0,0.00816,44,moc_G1D1P2.json,moc:G1D1P2,
臉書,26,,ok,,1.0,0.00617,16,moc_G1D3P1.json,moc:G1D3P1,
打字,26,,ok,,1.0,0.00909,37,moc_G1D6P1.json,moc:G1D6P1,
加,26,,ok,,0.8723,0.01473,47,moc_G2D7P2.json,moc:G2D7P2,
當然,26,,ok,,1.0,0.00479,93,moc_G2D4P2.json,moc:G2D4P2,
開竅,26,,ok,,1.0,0.02738,17,moc_G2D9P2.json,moc:G2D9P2,
英文,26,,ok,,0.8095,0.02808,21,moc_G4D12P1.json,moc:G4D12P1,
唯一,26,,ok,,1.0,0.00573,61,moc_G4D4P3.json,moc:G4D4P3,
其他,26,,ok,,0.8333,0.01723,24,moc_G4D5P1.json,moc:G4D5P1,
別人,26,,ok,,0.9167,0.01958,12,moc_G4D9P2.json,moc:G4D9P2,
接下來,26,,ok,,0.9362,0.01005,94,twtsl2_接下來.json,twtsl:rescan-2026-09,
進去,25,,ok,,1.0,0.01543,42,moc_G1D7P1.json,moc:G1D7P1,
船,25,,ok,,0.7105,0.01015,38,moc_G2D16P1.json,moc:G2D16P1,
幸好,25,,ok,,0.9178,0.02015,73,moc_G2D2P1.json,moc:G2D2P1,
觀賞,25,,ok,,1.0,0.00377,50,moc_G2D3P1.json,moc:G2D3P1,
種種,25,,ok,,0.6,0.00941,55,moc_G2D8P1.json,moc:G2D8P1,
吵架,25,,ok,,0.9524,0.04334,21,moc_G2D9P1.json,moc:G2D9P1,
印象,25,,ok,,0.9659,0.01706,88,moc_G3D10P3.json,moc:G3D10P3,
過了,25,,ok,,0.9737,0.00856,38,moc_G3C32_L.json,moc:corpus-gapfill,
忘記,25,,ok,,0.9762,0.01522,42,moc_G3D2P3.json,moc:G3D2P3,
火災,25,,ok,,0.9167,0.02208,24,moc_G4D14P1.json,moc:G4D14P1,
店,25,,ok,,1.0,0.01114,45,moc_G4D1P3.json,moc:G4D1P3,
回去,25,,ok,,0.9844,0.01299,64,moc_G4D4P3.json,moc:G4D4P3,
改,25,,ok,,0.8447,0.01119,103,twtsl2_改.json,twtsl:rescan-2026-09,
票,24,,ok,,1.0,0.01102,34,moc_G1D14P3.json,moc:G1D14P3,
大部分,24,,ok,,0.9216,0.01429,51,moc_G1D4P1.json,moc:G1D4P1,
你們,24,,ok,,0.9118,0.02103,34,moc_G1D4P2.json,moc:G1D4P2,
會議,24,,ok,,0.9792,0.01175,48,moc_G1D4P3.json,moc:G1D4P3,
聽損,24,,ok,,1.0,0.00385,33,moc_G2D1P1.json,moc:G2D1P1,
