word,usage,main_tier,main_act,main_frames,main_recording,main_source,variants
服務,65,ok,0.8643,85,desk0912_服務.json,desk0912:混合來源-2026-09-12,服務_N:severe:0.042 服務_S:poor:0.4941
爸爸,56,ok,0.8762,15,desk0912_爸爸.json,signtube:手語天地-2026-09,
雲林,54,poor,0.4688,32,moc_G4D2P1.json,moc:G4D2P1,
不要,53,ok,0.9538,104,desk0912_不要.json,desk0912:混合來源-2026-09-12,不要_N:poor:0.3942 不要_S:severe:0.1111
台東,53,ok,0.6117,120,desk0912_台東.json,desk0912:混合來源-2026-09-12,
菜,49,ok,0.9399,125,desk0912_菜.json,desk0912:混合來源-2026-09-12,菜_N:poor:0.472 菜_S:severe:0.2389
情形,49,poor,0.8261,23,moc_G4D2P1.json,moc:G4D2P1,
美國,45,poor,0.4085,142,2331_美國_A.json,twtsl:2331,美國_A:poor:0.4085 美國_B:ok:0.7451
南投,45,poor,0.4412,136,pn_0529_南投縣1.json,placename:529,
金門,42,poor,0.5769,130,pn_0508_金門縣.json,placename:508,
嘉義_A(地名),40,severe,0.0855,117,0367_嘉義_A(地名).json,twtsl:367,
嘉義_B(地名),40,severe,0.2456,114,0368_嘉義_B(地名).json,twtsl:368,
苗栗,40,poor,0.3404,94,1321_苗栗.json,twtsl:1321,
澎湖,40,poor,0.44,125,1602_澎湖.json,twtsl:1602,
馬祖,40,severe,0.215,107,pn_0623_馬祖.json,placename:623,
基隆,40,poor,0.349,149,pn_0639_基隆1.json,placename:639,
嘉義,40,poor,0.383,94,pn_0831_嘉義1.json,placename:831,
中壢,38,poor,0.4811,106,pn_0128_中壢1.json,placename:128,中壢_A:severe:0.0125 中壢_B:severe:0.0
特別,34,poor,0.3028,109,2021_特別.json,twtsl:2021,特別_N:poor:0.3028 特別_S:severe:0.0159
困難,33,poor,0.3793,29,moc_G2D1P2.json,moc:G2D1P2,
痛,32,severe,0.2174,23,moc_G2D2P3.json,moc:G2D2P3,
謝謝,31,ok,0.8662,103,desk0912_謝謝.json,desk0912:混合來源-2026-09-12,謝謝_A:poor:0.3786 謝謝_B:severe:0.0
新聞,30,poor,0.3388,121,moe_04_0630.json,moe:vocabulary/04/0630,
下雨,27,poor,0.4318,132,1733_下雨.json,twtsl:1733,
哥哥,26,severe,0.1714,35,moc_G2D9P1.json,moc:G2D9P1,
臉,26,poor,0.4286,14,moc_G3D12P3.json,moc:G3D12P3,
美麗,24,severe,0.186,43,moc_G2D8P2.json,moc:G2D8P2,美麗_N:poor:0.5114 美麗_S:severe:0.2712
照顧,24,poor,0.4079,76,2153_照顧_B.json,moc:G4D2P1,照顧_A:severe:0.0 照顧_B:poor:0.4079
兩個,24,poor,0.3571,28,moc_G3D4P2.json,moc:G3D4P2,
聲音,23,poor,0.359,39,moc_G2D1P2.json,moc:G2D1P2,
國畫,23,poor,0.4039,203,moe_05_0193.json,moe:vocabulary/05/0193,
同意,22,severe,0.1421,190,moe_13_0258.json,moe:vocabulary/13/0258,同意_B:severe:0.0 同意_A:severe:0.0099
不喜歡,22,poor,0.459,61,0596_不喜歡_S.json,twtsl:595,不喜歡_N:poor:0.4697 不喜歡_S:poor:0.459
星期六,21,poor,0.4766,128,1843_星期六.json,twtsl:1843,星期六_N:poor:0.4766 星期六_S:poor:0.5556
男,20,poor,0.5114,88,1269_先生.json,twtsl:1269,
胖,20,poor,0.4182,55,1484_肥_B.json,twtsl:1483,胖_A:severe:0.0 胖_B:poor:0.4182
筷子,19,severe,0.28,100,0384_筷子.json,twtsl:384,筷子_N:severe:0.28 筷子_S:severe:0.0
假,19,poor,0.4091,22,moc_G4D11P2.json,moc:G4D11P2,
照片,19,poor,0.36,100,moe_04_0862.json,moe:vocabulary/04/0862,
在,18,poor,0.4198,81,0110_在.json,twtsl:110,
小,18,poor,0.3689,103,1214_小.json,twtsl:1214,
訓練,18,poor,0.5132,76,2270_訓練_A.json,moe:vocabulary/05/2191,訓練_A:poor:0.5132 訓練_B:ok:0.7739 訓練_C:severe:0.0567
用,18,poor,0.4195,174,twtsl2_用.json,twtsl:rescan-2026-09,
美,17,poor,0.5114,88,0175_美.json,twtsl:175,美_N:poor:0.5114 美_S:severe:0.2712
漂亮,17,poor,0.5114,88,0175_美_N.json,moc:G2D4P1,漂亮_N:poor:0.5114 漂亮_S:severe:0.2712
要不要,17,poor,0.3544,158,3533_要不要_S.json,twtsl:3534,要不要_S:poor:0.3544 要不要_N:poor:0.5147
第一次,17,severe,0.2963,27,moc_G4D11P2.json,moc:G4D11P2,
所以,17,severe,0.0851,94,moe_04_0552.json,moe:vocabulary/04/0552,
肉,16,poor,0.3659,123,1306_肉_A.json,twtsl:1306,肉_A:poor:0.3659 肉_B:ok:0.6351
奇怪,16,poor,0.5574,122,2072_奇怪.json,twtsl:2072,奇怪_N:poor:0.5574 奇怪_S:severe:0.2222
真,16,severe,0.2692,26,moc_G4D11P2.json,moc:G4D11P2,
怕,15,poor,0.3383,133,0039_危險.json,twtsl:40,怕_N:poor:0.3383 怕_S:severe:0.0396
舊,15,poor,0.5476,84,1508_舊_B.json,moc:G1D8P3,舊_B:poor:0.5476 舊_A:severe:0.0413
游泳,15,poor,0.58,50,moe_06_0644.json,moe:vocabulary/06/0644,游泳_A:ok:0.6092 游泳_B:poor:0.4079
超過,15,poor,0.5075,67,moc_G3D8P3.json,moc:G3D8P3,
懶,15,poor,0.4153,118,moc_G4D8P3.json,moc:G4D8P3,
舉手,15,poor,0.7273,55,twtsl2_舉手.json,twtsl:rescan-2026-09,
哭,14,severe,0.186,43,moc_G3D2P2.json,moc:G3D2P2,哭_A:severe:0.0095 哭_B:severe:0.2442
頭暈,14,poor,0.3725,102,0584_頭暈.json,twtsl:584,
贏,14,poor,0.3659,82,2460_勝利.json,twtsl:2460,
足夠,13,poor,0.3267,101,0687_足夠.json,twtsl:687,足夠_N:poor:0.3267 足夠_S:severe:0.0286
夫妻,13,poor,0.4896,96,1047_夫婦.json,moe:vocabulary/02/0227,夫妻_A:poor:0.4896 夫妻_B:poor:0.3021
怎麼,13,poor,0.4148,229,twtsl2_怎麼.json,twtsl:rescan-2026-09,
大賣場,12,poor,0.4741,116,2725_購物(量販)中心_A.json,twtsl:2725,大賣場_A:poor:0.4741 大賣場_B:severe:0.2823
會不會,12,poor,0.5882,102,3531_會不會.json,twtsl:3531,會不會_N:poor:0.5882 會不會_S:poor:0.561
三次,12,poor,0.4667,90,moc_G2D2P3.json,moc:G2D2P3,
感冒,11,poor,0.4118,85,0330_感冒_B.json,moe:vocabulary/06/0467,感冒_A:severe:0.0 感冒_B:poor:0.4118
有名,11,poor,0.5647,85,0752_有名.json,twtsl:752,有名_N:poor:0.5647 有名_S:poor:0.3587
第一名,11,poor,0.3955,134,0803_第一名.json,twtsl:803,第一名_N:poor:0.3955 第一名_S:severe:0.0112
驚訝,11,poor,0.3617,94,2047_吃驚.json,moc:G3D10P5,驚訝_A:poor:0.3617 驚訝_B:poor:0.3056
手錶,11,poor,0.5909,22,moc_G1D15P1.json,moc:G1D15P1,
以上,11,poor,0.56,50,moc_G3D9P3.json,moc:corpus-gapfill,
兩天,11,severe,0.2459,61,moc_G4D13P4.json,moc:G4D13P4,
再次,11,poor,0.5714,14,moc_I1P2_L.json,moc:I1P2,
解決,11,poor,0.3711,194,twtsl2_解決.json,twtsl:rescan-2026-09,
契約,10,poor,0.4086,93,0483_契約_B.json,moe:vocabulary/05/0337,契約_A:poor:0.4262 契約_B:poor:0.4086
OK,10,severe,0.2314,121,1507_OK.json,twtsl:1507,
公車站,10,poor,0.4842,95,2900_公車站_A.json,twtsl:2900,公車站_A:poor:0.4842 公車站_B:poor:0.3417
建設,10,severe,0.193,114,moe_05_0978.json,moe:vocabulary/05/0978,
觀光,10,severe,0.2267,75,moe_05_2139.json,moe:vocabulary/05/2139,
畫臉譜,10,poor,0.5735,68,moc_I3P2_L.json,moc:I3P2,
老婆,10,poor,0.5714,49,twtsl2_老婆.json,twtsl:rescan-2026-09,
我,2899,ok,1.0,20,moc_G2D1P1.json,moc:G2D1P1,我_A:poor:0.3654 我_B:poor:0.4886
去,1528,ok,1.0,55,gs0911_去.json,unknown-d:綠幕-2026-09-11,去_A:severe:0.2667 去_B:severe:0.2195
你,1221,ok,0.9714,70,moc_G1D4P2.json,moc:G1D4P2,
要,1149,ok,1.0,58,gs0911_要.json,unknown-d:綠幕-2026-09-11,要_N:poor:0.4535 要_S:severe:0.0
這,980,ok,0.9677,31,moc_G1D1P1.json,moc:G1D1P1,
什麼,703,ok,0.9577,71,gs0911_什麼.json,unknown-d:綠幕-2026-09-11,什麼_A:poor:0.4741 什麼_B:ok:0.6761
有,597,ok,0.9881,84,moc_G1D1P1.json,moc:G1D1P1,
不,457,ok,0.9688,32,moc_G2D2P3.json,moc:G2D2P3,
工作,420,ok,0.9442,215,twtsl2_工作.json,twtsl:rescan-2026-09,
可以,409,ok,1.0,129,moc_G3D3P1.json,moc:G3D3P1,
明天,408,ok,1.0,16,moc_G2D3P2.json,moc:G2D3P2,
今天,404,ok,0.9091,55,gs0911_今天.json,unknown-d:綠幕-2026-09-11,
那,391,ok,0.825,40,moc_G1D1P1.json,moc:G1D1P1,
再,359,ok,0.9623,53,gs0911_再.json,unknown-d:綠幕-2026-09-11,再_A:poor:0.4796 再_B:severe:0.0096
想,343,ok,1.0,13,moc_G1D3P1.json,moc:G1D3P1,
聾人,332,ok,0.9333,15,moc_G2D2P1.json,moc:G2D2P1,
棒,315,ok,1.0,30,moc_G4D4P1.json,moc:G4D4P1,棒_A:poor:0.4203 棒_B:severe:0.0235
自己,284,ok,0.7059,119,1874_自己.json,twtsl:1874,自己_N:ok:0.7059 自己_S:poor:0.3803
以前,279,ok,1.0,275,twtsl2_以前.json,twtsl:rescan-2026-09,
會,269,ok,0.8448,58,twtsl2_會.json,twtsl:rescan-2026-09,會_N:severe:0.0 會_S:poor:0.3452
現在,231,ok,0.9091,55,gs0911_今天.json,unknown-d:綠幕-2026-09-11,
告訴,227,ok,0.8696,23,moc_G4D2P1.json,moc:G4D2P1,
沒有,225,ok,0.9259,81,moc_G4D3P1.json,moc:G4D3P1,沒有_A:poor:0.4333 沒有_B:poor:0.5152 沒有_C:poor:0.5692
手語,224,ok,0.825,40,moc_G3D4P1.json,moc:G3D4P1,
人,222,ok,1.0,32,moc_G1D1P1.json,moc:G1D1P1,人_B:severe:0.2222 人_A:severe:0.0
如果,218,ok,0.9219,64,moc_G1D4P1.json,moc:G1D4P1,
朋友,217,ok,0.9286,70,moc_G2D1P1.json,moc:G2D1P1,
他們,211,ok,0.9355,93,moc_G1D1P1.json,moc:G1D1P1,
住,208,ok,1.0,31,moc_G4D1P1.json,moc:G4D1P1,住_B:poor:0.4565 住_A:severe:0.0
是,199,ok,0.9741,116,moc_G2D1P1.json,moc:G2D1P1,
一樣,196,ok,1.0,36,moc_G3D4P1.json,moc:G3D4P1,
吃,196,ok,0.7955,132,moc_G4D1P2.json,moc:G4D1P2,
老師,194,ok,0.6879,157,2174_老師.json,twtsl:2174,老師_S:ok:0.6154 老師_N:ok:0.6879
我們,192,ok,0.9,50,moc_G4D1P1.json,moc:G4D1P1,
多,189,ok,0.871,31,moc_G1D1P1.json,moc:G1D1P1,多_A:severe:0.0737 多_B:poor:0.4625 多_C:poor:0.4792
完,175,ok,0.7303,89,twtsl2_完.json,twtsl:rescan-2026-09,
知道,164,ok,0.9747,79,gs0911_知道.json,unknown-d:綠幕-2026-09-11,知道_N:poor:0.5699 知道_S:poor:0.4308
喜歡,160,ok,0.9879,165,twtsl2_喜歡.json,twtsl:rescan-2026-09,喜歡_N:poor:0.3761 喜歡_S:poor:0.3396
有沒有,156,ok,1.0,33,moc_G2D2P1.json,moc:G2D2P1,
時間,148,ok,1.0,30,moc_G4D10P6.json,moc:corpus-gapfill,時間_A:severe:0.0 時間_B:severe:0.0 時間_S:severe:0.0396
買,143,ok,0.8878,98,moc_G4D3P2.json,moc:G4D3P2,買_A:severe:0.0261 買_B:severe:0.1983
覺得,142,ok,1.0,27,moc_G3D2P4.json,moc:G3D2P4,
溝通,136,ok,0.7091,110,twtsl2_溝通.json,twtsl:rescan-2026-09,
聽人,135,ok,1.0,25,moc_G2D1P1.json,moc:G2D1P1,
讀書,130,ok,0.8125,32,moc_G4D3P3.json,moc:G4D3P3,
見,129,ok,0.9697,33,moc_G1D3P3.json,moc:G1D3P3,
最近,128,ok,1.0,36,moc_G1D1P1.json,moc:G1D1P1,
手機,126,ok,0.75,16,moc_G1D3P1.json,moc:G1D3P1,
但是,126,ok,0.9027,113,twtsl2_但是.json,twtsl:rescan-2026-09,
寫,122,ok,0.9775,89,moc_G4D3P1.json,moc:G4D3P1,
學校,121,ok,1.0,41,moc_G4D4P1.json,moc:G4D4P1,
她,116,ok,0.9333,30,moc_G3D2P1.json,moc:G3D2P1,她_B:severe:0.2816 她_A:poor:0.3
找,115,ok,0.912,125,twtsl2_找.json,twtsl:rescan-2026-09,
玩,114,ok,0.8526,95,moc_G1D1P1.json,moc:G1D1P1,
家,113,ok,1.0,23,moc_G4D1P1.json,moc:G4D1P1,家_A:poor:0.3444 家_B:poor:0.3717
媽媽,113,ok,0.8991,22,desk0912_媽媽.json,signtube:手語天地-2026-09,
以後,112,ok,0.7949,78,moc_G2D1P1.json,moc:G2D1P1,以後_A:severe:0.1111 以後_B:severe:0.2872
希望,112,ok,0.8824,17,moc_G2D3P2.json,moc:G2D3P2,
不一樣,110,ok,1.0,89,moc_G1D3P2.json,moc:G1D3P2,
一,109,ok,0.9337,196,twtsl2_一.json,twtsl:rescan-2026-09,
像,108,ok,1.0,56,moc_G2D1P2.json,moc:G2D1P2,
各式各樣,107,ok,0.8065,31,moc_G1D1P1.json,moc:G1D1P1,
幫忙,106,ok,0.8158,38,moc_G3D2P1.json,moc:G3D2P1,幫忙_N:severe:0.1809 幫忙_S:severe:0.0316
東西,101,ok,1.0,33,moc_G4D1P2.json,moc:G4D1P2,
能,100,ok,1.0,117,moc_G2D3P1.json,moc:G2D3P1,
每天,100,ok,0.9787,47,moc_G4D4P1.json,moc:G4D4P1,
上班,98,ok,0.975,80,gs0911_上班.json,unknown-d:綠幕-2026-09-11,上班_A:severe:0.2016 上班_B:severe:0.2743
習慣,97,ok,0.9816,163,twtsl2_習慣.json,twtsl:rescan-2026-09,習慣_N:poor:0.3767 習慣_S:severe:0.0168
注意,95,ok,1.0,26,moc_G3D3P1.json,moc:G3D3P1,
問,94,ok,0.9667,30,moc_G2D2P1.json,moc:G2D2P1,
對,94,ok,0.9444,18,moc_G2D4P1.json,moc:G2D4P1,
臺灣,92,ok,0.8571,14,moc_G2D4P1.json,moc:G2D4P1,
學,92,ok,0.9846,65,moc_G4D3P1.json,moc:G4D3P1,
一起,91,ok,1.0,26,moc_G2D2P1.json,moc:G2D2P1,一起_A:poor:0.4141 一起_B:poor:0.589
學生,91,ok,1.0,43,moc_G3D4P1.json,moc:G3D4P1,
幫,90,ok,0.9524,84,gs0911_幫.json,unknown-d:綠幕-2026-09-11,幫_N:severe:0.1809 幫_S:severe:0.0316
記得,90,ok,1.0,39,moc_G1D3P3.json,moc:G1D3P3,
開始,89,ok,0.8427,89,moc_G4D6P2.json,moc:G4D6P2,
方便,88,ok,1.0,39,moc_G3D1P1.json,moc:G3D1P1,
常常,88,ok,0.925,40,moc_G3D2P1.json,moc:G3D2P1,
視訊,88,ok,1.0,38,moc_G4D8P3.json,moc:G4D8P3,
如何,87,ok,1.0,81,moc_G4D1P2.json,moc:G4D1P2,如何_A:poor:0.3671 如何_B:poor:0.4257
孩子,86,ok,1.0,47,moc_G1D1P1.json,moc:G1D1P1,
生活,86,ok,0.8913,92,moc_G3D1P1.json,moc:G3D1P1,
學習,85,ok,1.0,35,moc_G3D4P2.json,moc:G3D4P2,
不會,83,ok,1.0,146,twtsl2_不會.json,twtsl:rescan-2026-09,不會_N:severe:0.0678 不會_S:poor:0.51
教,83,ok,1.0,41,moc_G3D4P1.json,moc:G3D4P1,
給,80,ok,0.9091,33,moc_G3D2P3.json,moc:G3D2P3,給_B:poor:0.3816 給_A:severe:0.0753
醫生,79,ok,0.6098,41,moc_G2D2P1.json,moc:G2D2P1,
全部,78,ok,0.8378,37,moc_G1D3P2.json,moc:G1D3P2,全部_A:poor:0.3333 全部_B:poor:0.5614
種類,78,ok,0.9677,62,moc_G3D1P1.json,moc:G3D1P1,
醫院,77,ok,0.9706,34,moc_G2D1P1.json,moc:G2D1P1,醫院_A:severe:0.0968 醫院_B:severe:0.0476 醫院_C:severe:0.0952
早上,77,ok,0.6818,22,moc_G1D3P1.json,moc:G1D3P1,早上_A:severe:0.1757 早上_B:severe:0.0301
新,77,ok,0.9111,45,moc_G4D4P3.json,moc:G4D4P3,
小孩,76,ok,1.0,31,moc_G1D1P1.json,moc:G1D1P1,
沒辦法,76,ok,1.0,102,moc_G2D1P1.json,moc:G2D1P1,
時候,76,ok,0.6181,144,twtsl2_時候.json,twtsl:rescan-2026-09,
大家,75,ok,0.9848,66,moc_G3D3P1.json,moc:G3D3P1,
我們兩個,75,ok,0.8699,123,twtsl2_我們兩個.json,twtsl:rescan-2026-09,
不錯,74,ok,1.0,29,moc_G1D3P1.json,moc:G1D3P1,
煮,74,ok,1.0,42,moc_G4D1P2.json,moc:G4D1P2,
公司,74,ok,1.0,28,moc_G4D4P3.json,moc:G4D4P3,
吃飯,73,ok,1.0,68,tslsigner_吃飯.json,tslsigner:吃飯,吃飯_A:severe:0.0098 吃飯_B:poor:0.5
聽說,72,ok,0.6757,37,moc_G3D1P2.json,moc:G3D1P2,聽說_A:severe:0.2987 聽說_B:poor:0.5963
聾,72,ok,1.0,27,moc_G3D4P1.json,moc:G3D4P1,
大,71,ok,1.0,44,moc_G1D1P1.json,moc:G1D1P1,
事情,71,ok,0.8871,124,twtsl2_事.json,twtsl:rescan-2026-09,
政府,70,ok,1.0,35,moc_G2D3P1.json,moc:G2D3P1,
聊天,70,ok,1.0,35,moc_G4D4P1.json,moc:G4D4P1,
演講,69,ok,1.0,68,moc_G2C6_R.json,moc:corpus-gapfill,演講_N:severe:0.0 演講_S:severe:0.0
開車,69,ok,1.0,25,moc_G2D4P1.json,moc:G2D4P1,
欣賞,68,ok,1.0,19,moc_G1D3P1.json,moc:G1D3P1,
申請,68,ok,0.65,40,moc_G2D1P3.json,moc:G2D1P3,
進入,68,ok,0.8919,37,moc_G4D2P1.json,moc:G4D2P1,
網路,67,ok,1.0,60,moc_G1D6P1.json,moc:G1D6P1,
進步,67,ok,1.0,14,moc_G2D3P2.json,moc:G2D3P2,
畫畫,66,ok,1.0,38,moc_G1D7P1.json,moc:G1D7P1,
做,66,ok,1.0,17,moc_G2D3P2.json,moc:G2D3P2,
台南,65,ok,0.9189,74,gs0911_台南.json,unknown-d:綠幕-2026-09-11,台南_B:severe:0.056 台南_A:poor:0.368
訂,64,ok,0.9828,58,moc_G1D14P1.json,moc:G1D14P1,
打手語,64,ok,0.6829,41,moc_G3D4P1.json,moc:G3D4P1,
說,64,ok,1.0,29,moc_G3D2P2.json,moc:G3D2P2,
高雄,64,ok,0.8873,71,gs0911_高雄.json,unknown-d:綠幕-2026-09-11,
第一,64,ok,0.994,166,twtsl2_第一.json,twtsl:rescan-2026-09,
之前,63,ok,0.8444,45,moc_G1D4P1.json,moc:G1D4P1,
走,62,ok,0.9643,28,moc_G2D2P1.json,moc:G2D2P1,
台北,62,ok,0.907,43,moc_G4D15P1.json,moc:G4D15P1,
這兩個,61,ok,1.0,58,moc_G4C25_L.json,moc:corpus-gapfill,
路,60,ok,1.0,28,moc_G1D4P1.json,moc:G1D4P1,
火車,59,ok,0.8827,179,twtsl2_火車.json,twtsl:rescan-2026-09,火車_N:poor:0.3259 火車_S:severe:0.021
二,59,ok,0.8333,12,moc_G4D4P2.json,moc:G4D4P2,
發現,58,ok,1.0,46,moc_G2D1P1.json,moc:G2D1P1,發現_A:severe:0.0 發現_B:severe:0.1379 發現_C:severe:0.0364
快,58,ok,0.9672,61,moc_G3D3P2.json,moc:G3D3P2,快_N:poor:0.3627 快_S:severe:0.25
負責,58,ok,0.9565,23,moc_G1D5P1.json,moc:G1D5P1,負責_A:severe:0.1068 負責_B:poor:0.5326
聽,58,ok,1.0,24,moc_G2D1P1.json,moc:G2D1P1,
這些,58,ok,1.0,63,moc_G2D4P2.json,moc:G2D4P2,
到,58,ok,1.0,47,moc_G3C2_L.json,moc:corpus-gapfill,
準備,58,ok,0.8404,94,twtsl2_準備.json,twtsl:rescan-2026-09,
感覺,57,ok,0.931,29,moc_G2D2P1.json,moc:G2D2P1,
之後,57,ok,0.963,27,moc_G4D2P1.json,moc:G4D2P1,
第二,57,ok,1.0,31,moc_G4D2P2.json,moc:G4D2P2,
清楚,56,ok,1.0,15,moc_G2D3P2.json,moc:G2D3P2,
喝,56,ok,1.0,239,twtsl2_喝.json,twtsl:rescan-2026-09,
馬上,56,ok,0.8736,174,twtsl2_馬上.json,twtsl:rescan-2026-09,
心,55,ok,1.0,30,moc_G3D7P1.json,moc:G3D7P1,心_A:severe:0.0442 心_B:poor:0.4746
手語翻譯,55,ok,0.8462,91,moc_G2D3P1.json,moc:G2D3P1,
久,55,ok,1.0,58,moc_G2D3P1.json,moc:G2D3P1,
累,55,ok,0.9714,35,moc_G2D3P2.json,moc:G2D3P2,
花蓮,54,ok,0.9412,85,gs0911_花蓮.json,unknown-d:綠幕-2026-09-11,花蓮_N:severe:0.0 花蓮_S:poor:0.4538
看見,54,ok,0.9184,49,moc_G1D1P2.json,moc:G1D1P2,
任何,54,ok,1.0,24,moc_G4D2P1.json,moc:G4D2P1,
哪裡,53,ok,0.9773,88,gs0911_哪裡.json,unknown-d:綠幕-2026-09-11,
乾淨,53,ok,0.9355,62,moc_G4D2P2.json,moc:corpus-gapfill,
平常,52,ok,1.0,76,moc_G3D1P1.json,moc:G3D1P1,
衣服,52,ok,1.0,25,moc_G4D6P1.json,moc:G4D6P1,
比賽,51,ok,0.9839,62,moc_G2D7P2.json,moc:G2D7P2,
他們兩個,51,ok,1.0,47,moc_G2D3P1.json,moc:G2D3P1,
不知道,50,ok,0.9452,73,gs0911_不知道.json,unknown-d:綠幕-2026-09-11,不知道_N:poor:0.534 不知道_S:poor:0.3077
屏東,50,ok,1.0,73,moc_G1D14P1.json,moc:G1D14P1,屏東_B:severe:0.0111 屏東_A:severe:0.0723
運動,50,ok,1.0,14,moc_G4D10P5.json,moc:G4D10P5,運動_A:poor:0.4599 運動_B:poor:0.3678
台中,49,ok,0.8592,71,gs0911_台中.json,unknown-d:綠幕-2026-09-11,台中_A:severe:0.0214 台中_B:poor:0.3615
看到,49,ok,1.0,21,moc_G1D3P1.json,moc:G1D3P1,
快樂,49,ok,1.0,35,moc_G4D4P1.json,moc:G4D4P1,
畢業,49,ok,1.0,27,moc_G4D4P3.json,moc:G4D4P3,
約,48,ok,1.0,41,moc_G1D4P2.json,moc:G1D4P2,約_B:poor:0.4795 約_A:severe:0.0091
上課,48,ok,0.9804,51,moc_G3D2P2.json,moc:G3D2P2,上課_A:poor:0.307 上課_B:poor:0.3119 上課_C:poor:0.3274
宜蘭,47,ok,0.9212,165,signtube_宜蘭.json,signtube:手語天地-2026-09,
不是,47,ok,1.0,56,moc_G1D3P2.json,moc:G1D3P2,不是_B:ok:0.6452 不是_A:poor:0.5366
開心,47,ok,0.88,25,moc_G2D2P1.json,moc:G2D2P1,
電視,47,ok,0.9362,47,moc_G2D3P1.json,moc:G2D3P1,
但,47,ok,0.9027,113,twtsl2_但.json,twtsl:rescan-2026-09,
先,46,ok,0.9375,16,moc_G1D5P1.json,moc:G1D5P1,
結束,45,ok,1.0,38,moc_G1D1P2.json,moc:G1D1P2,
臺灣手語,45,ok,0.9062,96,moc_G1D14P3.json,moc:G1D14P3,
手勢,45,ok,1.0,36,moc_G1D7P1.json,moc:G1D7P1,
發生,45,ok,0.9388,49,moc_G3D3P4.json,moc:G3D3P4,
順利,45,ok,1.0,18,moc_G4D4P2.json,moc:G4D4P2,
首先,45,ok,0.7241,29,moc_G4D5P1.json,moc:G4D5P1,
淡水,45,ok,0.9913,230,twtsl2_淡水.json,twtsl:rescan-2026-09,
試試,45,ok,0.7179,78,twtsl2_試試.json,twtsl:rescan-2026-09,
舒服,44,ok,1.0,81,moc_G1D8P3.json,moc:G1D8P3,舒服_A:poor:0.3431 舒服_B:ok:0.6322
回家,44,ok,0.9604,101,moc_G1D1P2.json,moc:G1D1P2,回家_A:severe:0.1714 回家_B:severe:0.1359
高鐵,44,ok,1.0,65,moc_G3D3P3.json,moc:G3D3P3,高鐵_A:poor:0.3605 高鐵_B:poor:0.4344
設立,44,ok,0.9038,52,moc_G1D1P1.json,moc:G1D1P1,
還有,44,ok,1.0,67,moc_G1D1P1.json,moc:G1D1P1,
重要,44,ok,1.0,57,moc_G3D3P1.json,moc:G3D3P1,
彰化,44,ok,0.9266,177,signtube_彰化.json,signtube:手語天地-2026-09,
不能,44,ok,0.9803,152,twtsl2_不能.json,twtsl:rescan-2026-09,
裡面,44,ok,1.0,128,twtsl2_裡面.json,twtsl:rescan-2026-09,
考試,43,ok,0.6667,30,moc_G3D2P4.json,moc:G3D2P4,考試_N:poor:0.3972 考試_S:severe:0.0075
後來,43,ok,0.9512,41,moc_G1D4P2.json,moc:G1D4P2,
科技,43,ok,0.9831,59,moc_G1D4P3.json,moc:G1D4P3,
地方,43,ok,0.8095,21,moc_G2D12P2.json,moc:G2D12P2,
解釋,43,ok,0.9792,48,moc_G2D3P1.json,moc:G2D3P1,
影響,43,ok,0.9492,59,moc_G2D3P1.json,moc:G2D3P1,
旅遊,43,ok,0.9848,66,moc_G3D10P1.json,moc:G3D10P1,
麻煩,42,ok,0.8936,47,moc_G1D4P1.json,moc:G1D4P1,
新竹,42,ok,0.9605,76,gs0911_新竹.json,unknown-d:綠幕-2026-09-11,
昨天,42,ok,0.8915,129,twtsl2_昨天.json,twtsl:rescan-2026-09,
適合,41,ok,1.0,25,moc_G1D1P2.json,moc:G1D1P2,
大學,41,ok,0.7391,46,moc_G3D4P2.json,moc:G3D4P2,
電腦,41,ok,1.0,37,moc_G4D8P3.json,moc:G4D8P3,
難,41,ok,0.92,25,moc_G4D4P2.json,moc:G4D4P2,
基隆_A(地名),40,ok,0.6038,53,1138_基隆_A(地名).json,twtsl:1138,
基隆_B(地名),40,ok,0.6829,41,1139_基隆_B(地名).json,twtsl:1139,
蘭嶼,40,ok,0.908,163,pn_0980_蘭嶼1.json,placename:980,蘭嶼_A:severe:0.2857 蘭嶼_B:severe:0.1882
滑手機,40,ok,1.0,33,moc_G1D3P1.json,moc:G1D3P1,
來,40,ok,0.8788,33,moc_G1D7P2.json,moc:G1D7P2,
弟弟,40,ok,0.8594,64,moc_G4D1P3.json,moc:G4D1P3,
桃園,40,ok,0.9036,83,gs0911_桃園.json,unknown-d:綠幕-2026-09-11,
綠島,40,ok,0.875,88,pn_0855_綠島1.json,placename:855,
新北,40,ok,0.88,75,gs0911_新北.json,unknown-d:綠幕-2026-09-11,
換,39,ok,0.625,32,moc_G4D3P3.json,moc:G4D3P3,換_A:severe:0.0642 換_B:severe:0.1522 換_C:poor:0.4769
不行,39,ok,0.7955,44,moc_G1D9P2.json,moc:G1D9P2,
身心障礙,39,ok,0.9714,35,moc_G2D3P1.json,moc:G2D3P1,
書,39,ok,0.8056,36,moc_G3D2P3.json,moc:G3D2P3,
睡覺,39,ok,0.8953,86,twtsl2_睡覺.json,twtsl:rescan-2026-09,
北投,38,ok,0.7739,115,pn_0208_北投1.json,placename:208,北投_A:severe:0.0206 北投_B:severe:0.0597
公車,38,ok,1.0,60,moc_G3D3P3.json,moc:G3D3P3,公車_A:poor:0.4225 公車_B:ok:0.6716
